,Dataset001_BrainTumour,Dataset002_Heart,Dataset003_Liver,Dataset004_Hippocampus,Dataset005_Prostate,Dataset006_Lung,Dataset007_Pancreas,Dataset008_HepaticVessel,Dataset009_Spleen,Dataset010_Colon
Dataset001_BrainTumour,0.0,0.928023276557439,0.5868321266800443,4.164084221742194,1.3552811068582424,0.6766975979129123,0.6022847928229933,0.6141865199988004,0.5843860181677513,0.6007636816482357
Dataset002_Heart,2.8631533562292004,0.0,0.5869824166940019,4.163654427374704,1.3540572872054555,0.6777552379771263,0.6024644610355896,0.6141262553980806,0.5843326305598251,0.6005695504460304
Dataset003_Liver,2.8617390345546063,0.9267592448968026,0.0,4.162583383058916,1.353806965018053,0.6776161671059895,0.6023937370707028,0.6140876052456938,0.5842744283761883,0.6005328147311436
Dataset004_Hippocampus,2.8642323123842894,0.9286724383450371,0.5878245658264486,0.0,1.334073607541057,0.6797609949080042,0.6039327434944898,0.6158016116998539,0.5850919994360179,0.6014541959103753
Dataset005_Prostate,2.863798267934455,0.9274443686099069,0.587417218219704,4.142442677975174,0.0,0.6789260582552111,0.6031909646329174,0.6149067725483144,0.5846468905802007,0.6009033179999621
Dataset006_Lung,2.8608993618938166,0.9268269222862694,0.5869110232123319,4.163814668246813,1.3546106611599027,0.0,0.6023649268351695,0.6140732892914105,0.584331487671905,0.6006024287143603
Dataset007_Pancreas,2.8617041373746916,0.9267537259155265,0.5869061737478389,4.163203997404092,1.354093148108403,0.6775825074059634,0.0,0.6140448583581677,0.5842548436449123,0.6005168351248675
Dataset008_HepaticVessel,2.8619280086827024,0.9267376644102207,0.5869221860550329,4.16339500974166,1.3541311001560028,0.6776130139944074,0.6023670024903707,0.0,0.5842655420458562,0.6005279509008116
Dataset009_Spleen,2.861944413932021,0.9267609466523332,0.5869259162658959,4.162502304558193,1.3536881252682575,0.6776881194552703,0.6023938948574836,0.6140824491262246,0.0,0.6005139696429245
Dataset010_Colon,2.8620423747441324,0.9267181638701659,0.5869045999524783,4.162584798364177,1.353664850019646,0.6776793578293528,0.602376183669066,0.6140651553128071,0.5842342669745516,0.0
