,exp,hp,meta,mean,std,dist,upper,lower
1749,Model<br>Architecture,-0.75,weightedtau,0.036068731815927256,0.14729869734598677,KLD-PP:NS-1000-BINS,0.18336742916191404,-0.11122996553005951
1659,Model<br>Architecture,-0.75,weightedtau,-0.020007435939319508,0.14861562348485666,KLD-PP:NN,0.12860818754553716,-0.16862305942417616
1746,Model<br>Architecture,-0.75,gain,0.6744186046511627,0.3859518212543288,KLD-PP:NS-1000-BINS,1.0603704259054916,0.28846678339683385
1745,Model<br>Architecture,-0.75,delta,0.0017402881722733722,0.04408515141556957,KLD-PP:NS-1000-BINS,0.04582543958784294,-0.0423448632432962
2379,Pretraining<br>Data,-0.75,weightedtau,0.1414106473485277,0.16955458560212525,KLD-PP:NN,0.3109652329506529,-0.02814393825359754
2378,Pretraining<br>Data,-0.75,regret,0.19990579822000862,0.17227018550832437,KLD-PP:NN,0.372175983728333,0.027635612711684243
2377,Pretraining<br>Data,-0.75,rank,0.6147240597460255,0.18036478389055505,KLD-PP:NN,0.7950888436365806,0.43435927585547046
2376,Pretraining<br>Data,-0.75,gain,0.28294573643410853,0.3740519759083683,KLD-PP:NN,0.6569977123424768,-0.09110623947425978
2375,Pretraining<br>Data,-0.75,delta,-0.011797505293705664,0.033080615859551,KLD-PP:NN,0.021283110565845337,-0.044878121153256664
1295,Co-Training<br>Data,-0.75,delta,0.00956634118267425,0.036163797124318046,SEMANTIC,0.045730138306992296,-0.026597455941643797
1296,Co-Training<br>Data,-0.75,gain,0.6550387596899224,0.36674749347501784,SEMANTIC,1.0217862531649402,0.2882912662149046
1297,Co-Training<br>Data,-0.75,rank,0.5020971518670344,0.1995569906983902,SEMANTIC,0.7016541425654246,0.30254016116864424
1298,Co-Training<br>Data,-0.75,regret,0.18201599625961284,0.17011333188012615,SEMANTIC,0.35212932813973896,0.0119026643794867
1299,Co-Training<br>Data,-0.75,weightedtau,-0.016526490264272345,0.1963614502012854,SEMANTIC,0.17983495993701304,-0.21288794046555776
669,Augmentation<br>Policy,-0.75,weightedtau,0.13060583227761213,0.2158622741851784,VDNA-PP:NN-1000-BINS,0.3464681064627905,-0.08525644190756626
668,Augmentation<br>Policy,-0.75,regret,0.15940806977189592,0.1514094011070884,VDNA-PP:NN-1000-BINS,0.3108174708789843,0.007998668664807529
667,Augmentation<br>Policy,-0.75,rank,0.5956454559894119,0.17872658990078072,VDNA-PP:NN-1000-BINS,0.7743720458901926,0.41691886608863116
666,Augmentation<br>Policy,-0.75,gain,0.6627906976744186,0.39768672942672095,VDNA-PP:NN-1000-BINS,1.0604774271011395,0.2651039682476976
665,Augmentation<br>Policy,-0.75,delta,0.004401436032250878,0.05163895728457796,VDNA-PP:NN-1000-BINS,0.056040393316828835,-0.04723752125232708
1839,Model<br>Architecture,-0.75,weightedtau,0.02804545748858359,0.16134402770504677,KLD-PP:NS-W:SN-1000-BINS,0.18938948519363036,-0.13329857021646319
215,Augmentation<br>Policy,-0.75,delta,0.0035501348879910326,0.05582034034710766,KLD-PP:NN,0.05937047523509869,-0.05227020545911663
216,Augmentation<br>Policy,-0.75,gain,0.6511627906976744,0.40553999099783683,KLD-PP:NN,1.0567027816955112,0.24562279969983752
217,Augmentation<br>Policy,-0.75,rank,0.5927081133751055,0.173989943544964,KLD-PP:NN,0.7666980569200695,0.41871816983014154
218,Augmentation<br>Policy,-0.75,regret,0.16143268370048672,0.1488100776491845,KLD-PP:NN,0.3102427613496712,0.012622606051302221
1209,Co-Training<br>Data,-0.75,weightedtau,0.005596006338860919,0.18788306693752263,KLD-PP:NS-W:TS-100-BINS,0.19347907327638356,-0.1822870605986617
1208,Co-Training<br>Data,-0.75,regret,0.17502832232982612,0.17082982604406377,KLD-PP:NS-W:TS-100-BINS,0.3458581483738899,0.004198496285762354
1207,Co-Training<br>Data,-0.75,rank,0.5288605646839322,0.2002066171190833,KLD-PP:NS-W:TS-100-BINS,0.7290671818030154,0.3286539475648489
1206,Co-Training<br>Data,-0.75,gain,0.6627906976744186,0.3808974131407108,KLD-PP:NS-W:TS-100-BINS,1.0436881108151295,0.28189328453370777
759,Co-Training<br>Data,-0.75,weightedtau,-0.021381895549516233,0.20397871963946787,FED,0.18259682408995165,-0.2253606151889841
758,Co-Training<br>Data,-0.75,regret,0.17887954511176296,0.16094998571215755,FED,0.33982953082392053,0.017929559399605416
757,Co-Training<br>Data,-0.75,rank,0.5085189258788506,0.1921567567140476,FED,0.7006756825928983,0.316362169164803
756,Co-Training<br>Data,-0.75,gain,0.6240310077519379,0.3819335452852182,FED,1.0059645530371562,0.24209746246671965
125,Augmentation<br>Policy,-0.75,delta,0.0029288740198125593,0.05318455404596944,FID,0.056113428065782,-0.05025568002615688
126,Augmentation<br>Policy,-0.75,gain,0.6395348837209303,0.40973486175665413,FID,1.0492697454775843,0.22980002196427612
127,Augmentation<br>Policy,-0.75,rank,0.5694060978168924,0.18212228744456535,FID,0.7515283852614578,0.38728381037232706
128,Augmentation<br>Policy,-0.75,regret,0.16620941277771678,0.15630878211389465,FID,0.32251819489161143,0.00990063066382213
129,Augmentation<br>Policy,-0.75,weightedtau,0.12039055301777986,0.20753682317887442,FID,0.3279273761966543,-0.08714627016109457
755,Co-Training<br>Data,-0.75,delta,0.00688136913825684,0.03678536256813581,FED,0.04366673170639265,-0.02990399342987897
2738,Pretraining<br>Data,-0.75,regret,0.20003031581072522,0.18267301225949406,SEMANTIC,0.3827033280702193,0.017357303551231162
219,Augmentation<br>Policy,-0.75,weightedtau,0.08075971222899098,0.17076016874284766,KLD-PP:NN,0.25151988097183864,-0.09000045651385669
2739,Pretraining<br>Data,-0.75,weightedtau,0.1778899189285098,0.20203488621549032,SEMANTIC,0.3799248051440001,-0.024144967286980512
2468,Pretraining<br>Data,-0.75,regret,0.19485588773261742,0.17671392271385758,KLD-PP:NS-1000-BINS,0.37156981044647497,0.018141965018759837
2467,Pretraining<br>Data,-0.75,rank,0.6627296464523199,0.19074148549852,KLD-PP:NS-1000-BINS,0.8534711319508399,0.4719881609537999
2466,Pretraining<br>Data,-0.75,gain,0.3488372093023256,0.39243492194076757,KLD-PP:NS-1000-BINS,0.7412721312430932,-0.04359771263844198
2465,Pretraining<br>Data,-0.75,delta,-0.010511282301996409,0.03409858853943348,KLD-PP:NS-1000-BINS,0.023587306237437072,-0.044609870841429894
1748,Model<br>Architecture,-0.75,regret,0.19934357425477742,0.190296169736389,KLD-PP:NS-1000-BINS,0.3896397439911664,0.009047404518388424
1747,Model<br>Architecture,-0.75,rank,0.5004865142682863,0.15488420208543544,KLD-PP:NS-1000-BINS,0.6553707163537217,0.34560231218285087
1925,Model<br>Architecture,-0.75,delta,0.00055145566623649,0.04804574180129482,KLD-PP:NS-W:TS-100-BINS,0.04859719746753131,-0.04749428613505833
1926,Model<br>Architecture,-0.75,gain,0.6705426356589146,0.3843139581413257,KLD-PP:NS-W:TS-100-BINS,1.0548565938002403,0.2862286775175889
1927,Model<br>Architecture,-0.75,rank,0.5031060189727949,0.15772974078403026,KLD-PP:NS-W:TS-100-BINS,0.6608357597568252,0.3453762781887647
1928,Model<br>Architecture,-0.75,regret,0.1995403013074728,0.19563767515018057,KLD-PP:NS-W:TS-100-BINS,0.3951779764576534,0.003902626157292227
1205,Co-Training<br>Data,-0.75,delta,0.009392577856394066,0.03837244547849307,KLD-PP:NS-W:TS-100-BINS,0.047765023334887136,-0.028979867622099004
2469,Pretraining<br>Data,-0.75,weightedtau,0.17017784050933163,0.18197381713355618,KLD-PP:NS-1000-BINS,0.3521516576428878,-0.011795976624224547
1119,Co-Training<br>Data,-0.75,weightedtau,0.009814825163865804,0.19320019284917198,KLD-PP:NS-W:SN-1000-BINS,0.20301501801303778,-0.18338536768530617
2289,Pretraining<br>Data,-0.75,weightedtau,0.1494587279226639,0.17055874168565682,FID,0.3200174696083207,-0.02110001376299292
2287,Pretraining<br>Data,-0.75,rank,0.6458547644027579,0.1728882876362717,FID,0.8187430520390296,0.4729664767664862
2018,Model<br>Architecture,-0.75,regret,0.19448490114501588,0.17375201795495268,SEMANTIC,0.3682369190999686,0.020732883190063195
1565,Model<br>Architecture,-0.75,delta,-0.002098751545568454,0.04473818347191073,FID,0.04263943192634227,-0.04683693501747918
1566,Model<br>Architecture,-0.75,gain,0.6550387596899224,0.38754354397926977,FID,1.0425823036691921,0.26749521571065266
1567,Model<br>Architecture,-0.75,rank,0.4854711625361185,0.1694741107603134,FID,0.6549452732964319,0.31599705177580506
1568,Model<br>Architecture,-0.75,regret,0.2058607454718793,0.1909012257845147,FID,0.396761971256394,0.014959519687364586
1569,Model<br>Architecture,-0.75,weightedtau,-0.010156966887925622,0.15539313095943474,FID,0.14523616407150913,-0.16555009784736036
2019,Model<br>Architecture,-0.75,weightedtau,0.0015535284552989042,0.15950991167320958,SEMANTIC,0.16106344012850848,-0.15795638321791067
487,Augmentation<br>Policy,-0.75,rank,0.6000755084050645,0.1691386235891083,KLD-PP:NS-W:TS-100-BINS,0.7692141319941728,0.4309368848159562
305,Augmentation<br>Policy,-0.75,delta,0.002855747514608915,0.05293063637187819,KLD-PP:NS-1000-BINS,0.05578638388648711,-0.050074888857269274
306,Augmentation<br>Policy,-0.75,gain,0.6627906976744186,0.4042072400787207,KLD-PP:NS-1000-BINS,1.0669979377531393,0.25858345759569784
307,Augmentation<br>Policy,-0.75,rank,0.6003825367594064,0.160520743736553,KLD-PP:NS-1000-BINS,0.7609032804959595,0.43986179302285344
308,Augmentation<br>Policy,-0.75,regret,0.16256323777530587,0.15393996508613184,KLD-PP:NS-1000-BINS,0.31650320286143774,0.008623272689174039
309,Augmentation<br>Policy,-0.75,weightedtau,0.1914757732734516,0.2113275490831353,KLD-PP:NS-1000-BINS,0.4028033223565869,-0.019851775809683697
2108,Model<br>Architecture,-0.75,regret,0.2048781183959346,0.19069195440767736,VDNA-PP:NN-1000-BINS,0.39557007280361195,0.014186163988257228
2107,Model<br>Architecture,-0.75,rank,0.5024317575431554,0.1442178520574957,VDNA-PP:NN-1000-BINS,0.6466496096006511,0.3582139054856597
2106,Model<br>Architecture,-0.75,gain,0.6511627906976744,0.3823114315630052,VDNA-PP:NN-1000-BINS,1.0334742222606796,0.2688513591346692
2105,Model<br>Architecture,-0.75,delta,0.0005090946297929024,0.04259531236610868,VDNA-PP:NN-1000-BINS,0.04310440699590158,-0.04208621773631578
488,Augmentation<br>Policy,-0.75,regret,0.16034371078570703,0.14760555182147142,KLD-PP:NS-W:TS-100-BINS,0.3079492626071785,0.012738158964235607
489,Augmentation<br>Policy,-0.75,weightedtau,0.19255008989531977,0.21492089455057076,KLD-PP:NS-W:TS-100-BINS,0.4074709844458905,-0.022370804655250986
1655,Model<br>Architecture,-0.75,delta,-4.074273953444905e-06,0.04684133866530063,KLD-PP:NN,0.04683726439134719,-0.04684541293925407
1656,Model<br>Architecture,-0.75,gain,0.6782945736434108,0.37728882997659796,KLD-PP:NN,1.055583403620009,0.3010057436668129
1657,Model<br>Architecture,-0.75,rank,0.509886178676493,0.16483086799046992,KLD-PP:NN,0.674717046666963,0.3450553106860231
1658,Model<br>Architecture,-0.75,regret,0.19795058893109066,0.17960458752043476,KLD-PP:NN,0.3775551764515254,0.0183460014106559
2017,Model<br>Architecture,-0.75,rank,0.508755215415548,0.16070562691798643,SEMANTIC,0.6694608423335344,0.3480495884975616
2016,Model<br>Architecture,-0.75,gain,0.686046511627907,0.36641578284210496,SEMANTIC,1.052462294470012,0.319630728785802
2109,Model<br>Architecture,-0.75,weightedtau,0.0054734913312368795,0.145467937719186,VDNA-PP:NN-1000-BINS,0.15094142905042288,-0.13999444638794914
2015,Model<br>Architecture,-0.75,delta,6.656768402080533e-05,0.04390362737505474,SEMANTIC,0.04397019505907555,-0.04383705969103393
2286,Pretraining<br>Data,-0.75,gain,0.3178294573643411,0.3754108050307286,FID,0.6932402623950698,-0.057581347666387506
2285,Pretraining<br>Data,-0.75,delta,-0.01087491483805407,0.03449319194403822,FID,0.023618277105984152,-0.04536810678209229
1385,Co-Training<br>Data,-0.75,delta,0.008621942165286051,0.0374039457546338,VDNA-PP:NN-1000-BINS,0.04602588791991985,-0.02878200358934775
1386,Co-Training<br>Data,-0.75,gain,0.63953488372093,0.3967683714698983,VDNA-PP:NN-1000-BINS,1.0363032551908282,0.24276651225103174
1387,Co-Training<br>Data,-0.75,rank,0.5002037275432555,0.18835517563312806,VDNA-PP:NN-1000-BINS,0.6885589031763836,0.3118485519101274
1388,Co-Training<br>Data,-0.75,regret,0.17969157386859258,0.16646285436195474,VDNA-PP:NN-1000-BINS,0.3461544282305473,0.013228719506637843
1389,Co-Training<br>Data,-0.75,weightedtau,0.002419808583097256,0.17687304517201397,VDNA-PP:NN-1000-BINS,0.17929285375511123,-0.1744532365889167
485,Augmentation<br>Policy,-0.75,delta,0.0030697420894021583,0.051386966246608344,KLD-PP:NS-W:TS-100-BINS,0.054456708336010504,-0.048317224157206184
1475,Model<br>Architecture,-0.75,delta,-0.00014344364096643587,0.04543812827312271,FED,0.04529468463215628,-0.045581571914089146
1476,Model<br>Architecture,-0.75,gain,0.6705426356589146,0.37397069559973634,FED,1.044513331258651,0.29657194005917825
2199,Pretraining<br>Data,-0.75,weightedtau,0.14249027078080667,0.17450071885809992,FED,0.3169909896389066,-0.03201044807729325
2288,Pretraining<br>Data,-0.75,regret,0.18592123168774638,0.1602317841793594,FID,0.3461530158671058,0.025689447508386976
2198,Pretraining<br>Data,-0.75,regret,0.18588150303026763,0.16018583702775943,FED,0.3460673400580271,0.025695666002508194
2196,Pretraining<br>Data,-0.75,gain,0.3217054263565891,0.3807377579254224,FED,0.7024431842820116,-0.05903233156883331
2195,Pretraining<br>Data,-0.75,delta,-0.010830739671869791,0.03208068815548107,FED,0.021249948483611277,-0.042911427827350856
1477,Model<br>Architecture,-0.75,rank,0.5007278362731451,0.1608300207499494,FED,0.6615578570230944,0.3398978155231957
1478,Model<br>Architecture,-0.75,regret,0.1997481964560023,0.18190733625497962,FED,0.38165553271098196,0.017840860201022685
1479,Model<br>Architecture,-0.75,weightedtau,-0.013768352567547939,0.1538928360208254,FED,0.14012448345327747,-0.16766118858837334
579,Augmentation<br>Policy,-0.75,weightedtau,0.11310938215526858,0.16506645196137024,SEMANTIC,0.2781758341166388,-0.05195706980610165
578,Augmentation<br>Policy,-0.75,regret,0.1812669671415387,0.1671804353444062,SEMANTIC,0.34844740248594486,0.014086531797132512
577,Augmentation<br>Policy,-0.75,rank,0.5382022355881355,0.15955701628102179,SEMANTIC,0.6977592518691573,0.3786452193071137
576,Augmentation<br>Policy,-0.75,gain,0.631782945736434,0.40914088139651045,SEMANTIC,1.0409238271329444,0.22264206433992356
575,Augmentation<br>Policy,-0.75,delta,0.0014765554466296925,0.05344271093039615,SEMANTIC,0.05491926637702585,-0.05196615548376646
486,Augmentation<br>Policy,-0.75,gain,0.6550387596899225,0.4008085762803504,KLD-PP:NS-W:TS-100-BINS,1.055847335970273,0.25423018340957215
2197,Pretraining<br>Data,-0.75,rank,0.661280067959577,0.18035341820143136,FED,0.8416334861610083,0.4809266497581456
1118,Co-Training<br>Data,-0.75,regret,0.18942614322981505,0.17475385910012492,KLD-PP:NS-W:SN-1000-BINS,0.36418000232993997,0.014672284129690127
1929,Model<br>Architecture,-0.75,weightedtau,0.03527698535292852,0.1480954988044463,KLD-PP:NS-W:TS-100-BINS,0.18337248415737484,-0.11281851345151779
1116,Co-Training<br>Data,-0.75,gain,0.6395348837209303,0.41606659936683116,KLD-PP:NS-W:SN-1000-BINS,1.0556014830877614,0.2234682843540991
1027,Co-Training<br>Data,-0.75,rank,0.5343628900338917,0.19336218946248332,KLD-PP:NS-1000-BINS,0.727725079496375,0.3410007005714084
1029,Co-Training<br>Data,-0.75,weightedtau,0.0031925778508875863,0.1860564101976829,KLD-PP:NS-1000-BINS,0.1892489880485705,-0.18286383234679532
396,Augmentation<br>Policy,-0.75,gain,0.6511627906976745,0.4275082898533043,KLD-PP:NS-W:SN-1000-BINS,1.0786710805509787,0.22365450084437016
397,Augmentation<br>Policy,-0.75,rank,0.5885442912289954,0.17373471741722932,KLD-PP:NS-W:SN-1000-BINS,0.7622790086462248,0.4148095738117661
398,Augmentation<br>Policy,-0.75,regret,0.1606748375479911,0.1428761732249038,KLD-PP:NS-W:SN-1000-BINS,0.3035510107728949,0.0177986643230873
2735,Pretraining<br>Data,-0.75,delta,-0.014207260861261246,0.04116958672964513,SEMANTIC,0.026962325868383884,-0.05537684759090637
2736,Pretraining<br>Data,-0.75,gain,0.32558139534883723,0.3893240134059299,SEMANTIC,0.7149054087547672,-0.06374261805709269
2737,Pretraining<br>Data,-0.75,rank,0.6428252978111768,0.1936544026309051,SEMANTIC,0.8364797004420819,0.4491708951802717
2559,Pretraining<br>Data,-0.75,weightedtau,0.07426148590882285,0.2224830622319861,KLD-PP:NS-W:SN-1000-BINS,0.296744548140809,-0.14822157632316324
2558,Pretraining<br>Data,-0.75,regret,0.20363779422790765,0.16652560712553924,KLD-PP:NS-W:SN-1000-BINS,0.3701634013534469,0.03711218710236841
399,Augmentation<br>Policy,-0.75,weightedtau,0.14072066671760244,0.21236158191334004,KLD-PP:NS-W:SN-1000-BINS,0.3530822486309425,-0.07164091519573759
2557,Pretraining<br>Data,-0.75,rank,0.595447435096506,0.17673860045823303,KLD-PP:NS-W:SN-1000-BINS,0.772186035554739,0.41870883463827296
2556,Pretraining<br>Data,-0.75,gain,0.2868217054263566,0.37975840513203896,KLD-PP:NS-W:SN-1000-BINS,0.6665801105583955,-0.09293669970568236
2555,Pretraining<br>Data,-0.75,delta,-0.012813708155346158,0.03436975895772293,KLD-PP:NS-W:SN-1000-BINS,0.02155605080237677,-0.04718346711306909
2825,Pretraining<br>Data,-0.75,delta,-0.010397249683545226,0.03370588911190521,VDNA-PP:NN-1000-BINS,0.023308639428359985,-0.044103138795450435
1026,Co-Training<br>Data,-0.75,gain,0.6666666666666666,0.37223929333597755,KLD-PP:NS-1000-BINS,1.0389059600026442,0.2944273733306891
2826,Pretraining<br>Data,-0.75,gain,0.32945736434108525,0.38770039657862093,VDNA-PP:NN-1000-BINS,0.7171577609197062,-0.058243032237535686
1025,Co-Training<br>Data,-0.75,delta,0.009969270737596271,0.03818765986872577,KLD-PP:NS-1000-BINS,0.04815693060632204,-0.0282183891311295
35,Augmentation<br>Policy,-0.75,delta,6.894120412280232e-05,0.05826467749890674,FED,0.05833361870302955,-0.05819573629478394
2646,Pretraining<br>Data,-0.75,gain,0.3410852713178295,0.395982254128181,KLD-PP:NS-W:TS-100-BINS,0.7370675254460105,-0.05489698281035149
2645,Pretraining<br>Data,-0.75,delta,-0.01119328195888558,0.03484768846781301,KLD-PP:NS-W:TS-100-BINS,0.02365440650892743,-0.046040970426698594
2647,Pretraining<br>Data,-0.75,rank,0.6568214986436108,0.18888513362525972,KLD-PP:NS-W:TS-100-BINS,0.8457066322688706,0.4679363650183511
1117,Co-Training<br>Data,-0.75,rank,0.47686838147421806,0.18140801512888757,KLD-PP:NS-W:SN-1000-BINS,0.6582763966031057,0.29546036634533046
2648,Pretraining<br>Data,-0.75,regret,0.19547221852948574,0.1752025250678739,KLD-PP:NS-W:TS-100-BINS,0.37067474359735963,0.020269693461611837
2649,Pretraining<br>Data,-0.75,weightedtau,0.17500839254492037,0.18266262755163504,KLD-PP:NS-W:TS-100-BINS,0.3576710200965554,-0.007654235006714666
845,Co-Training<br>Data,-0.75,delta,0.010295035149083899,0.03412664381857489,FID,0.044421678967658786,-0.023831608669490988
846,Co-Training<br>Data,-0.75,gain,0.6550387596899223,0.390902005066461,FID,1.0459407647563834,0.2641367546234613
847,Co-Training<br>Data,-0.75,rank,0.5275266801311917,0.18805181228175843,FID,0.7155784924129502,0.3394748678494333
848,Co-Training<br>Data,-0.75,regret,0.17383159909957702,0.1660180156018912,FID,0.33984961470146824,0.007813583497685822
849,Co-Training<br>Data,-0.75,weightedtau,-0.012771722377137805,0.18901431095835197,FID,0.17624258858121417,-0.20178603333548978
39,Augmentation<br>Policy,-0.75,weightedtau,0.10889676856593725,0.1836394396103767,FED,0.292536208176314,-0.07474267104443946
38,Augmentation<br>Policy,-0.75,regret,0.17571729915278494,0.1706896181491138,FED,0.34640691730189876,0.005027681003671153
37,Augmentation<br>Policy,-0.75,rank,0.5755188636930906,0.17215208507856408,FED,0.7476709487716546,0.4033667786145265
36,Augmentation<br>Policy,-0.75,gain,0.6550387596899223,0.38754354397926977,FED,1.0425823036691921,0.26749521571065255
395,Augmentation<br>Policy,-0.75,delta,0.0035109064067673063,0.05373319392957591,KLD-PP:NS-W:SN-1000-BINS,0.057244100336343216,-0.0502222875228086
2827,Pretraining<br>Data,-0.75,rank,0.6549363670123057,0.18312376936125876,VDNA-PP:NN-1000-BINS,0.8380601363735645,0.471812597651047
1028,Co-Training<br>Data,-0.75,regret,0.17265787397108848,0.17036607506639898,KLD-PP:NS-1000-BINS,0.34302394903748745,0.0022917989046895015
938,Co-Training<br>Data,-0.75,regret,0.17104678412329394,0.1511027000792688,KLD-PP:NN,0.32214948420256273,0.019944084044025145
1836,Model<br>Architecture,-0.75,gain,0.6976744186046511,0.3602029456163619,KLD-PP:NS-W:SN-1000-BINS,1.0578773642210129,0.33747147298828917
1837,Model<br>Architecture,-0.75,rank,0.5201292588378115,0.1602414286227138,KLD-PP:NS-W:SN-1000-BINS,0.6803706874605253,0.3598878302150977
936,Co-Training<br>Data,-0.75,gain,0.6589147286821704,0.395982254128181,KLD-PP:NN,1.0548969828103514,0.2629324745539894
935,Co-Training<br>Data,-0.75,delta,0.009997810812267539,0.033983696632106215,KLD-PP:NN,0.043981507444373756,-0.023985885819838675
1115,Co-Training<br>Data,-0.75,delta,0.0087070499356711,0.03608342693042818,KLD-PP:NS-W:SN-1000-BINS,0.04479047686609928,-0.027376376994757083
1835,Model<br>Architecture,-0.75,delta,0.0009300069214453732,0.0454955143087878,KLD-PP:NS-W:SN-1000-BINS,0.04642552123023318,-0.044565507387342426
937,Co-Training<br>Data,-0.75,rank,0.5186194466946531,0.19742364937607385,KLD-PP:NN,0.7160430960707269,0.3211957973185793
939,Co-Training<br>Data,-0.75,weightedtau,-0.009042572755919784,0.18011732292004876,KLD-PP:NN,0.17107475016412899,-0.18915989567596853
2829,Pretraining<br>Data,-0.75,weightedtau,0.17275144996485842,0.175813028793117,VDNA-PP:NN-1000-BINS,0.3485644787579754,-0.003061578828258582
2828,Pretraining<br>Data,-0.75,regret,0.18312247358683284,0.16016632151740096,VDNA-PP:NN-1000-BINS,0.3432887951042338,0.022956152069431884
1838,Model<br>Architecture,-0.75,regret,0.19595413512444648,0.18143661115964457,KLD-PP:NS-W:SN-1000-BINS,0.3773907462840911,0.01451752396480191
1651,Model<br>Architecture,-0.5,gain,0.6550387596899225,0.38415572284562527,KLD-PP:NN,1.0391944825355477,0.27088303684429726
1921,Model<br>Architecture,-0.5,gain,0.6472868217054263,0.40375573785450186,KLD-PP:NS-W:TS-100-BINS,1.0510425595599282,0.24353108385092442
1652,Model<br>Architecture,-0.5,rank,0.48645745460099915,0.15379251810132155,KLD-PP:NN,0.6402499727023208,0.3326649364996776
1474,Model<br>Architecture,-0.5,weightedtau,-0.032496896749463974,0.15966618283229994,FED,0.12716928608283595,-0.19216307958176393
1650,Model<br>Architecture,-0.5,delta,-0.0020323717624950097,0.04528676927115856,KLD-PP:NN,0.04325439750866355,-0.04731914103365357
1922,Model<br>Architecture,-0.5,rank,0.480022051040321,0.15169782757618158,KLD-PP:NS-W:TS-100-BINS,0.6317198786165026,0.32832422346413936
2100,Model<br>Architecture,-0.5,delta,-0.0025847124883986803,0.04421376431453064,VDNA-PP:NN-1000-BINS,0.04162905182613196,-0.04679847680292932
2101,Model<br>Architecture,-0.5,gain,0.6434108527131782,0.37500569991108174,VDNA-PP:NN-1000-BINS,1.01841655262426,0.2684051528020965
2194,Pretraining<br>Data,-0.5,weightedtau,0.13285258829050225,0.16927802022233984,FED,0.3021306085128421,-0.03642543193183759
2193,Pretraining<br>Data,-0.5,regret,0.19079122006891155,0.16486440795656748,FED,0.355655628025479,0.025926812112344072
2192,Pretraining<br>Data,-0.5,rank,0.6435697421097162,0.18080670110547745,FED,0.8243764432151937,0.4627630410042387
2191,Pretraining<br>Data,-0.5,gain,0.3062015503875969,0.3799384755115473,FED,0.6861400258991441,-0.07373692512395041
1473,Model<br>Architecture,-0.5,regret,0.19988883259518903,0.18521420251146548,FED,0.3851030351066545,0.01467463008372355
1472,Model<br>Architecture,-0.5,rank,0.4993678913085489,0.16573681992804556,FED,0.6651047112365944,0.33363107138050335
482,Augmentation<br>Policy,-0.5,rank,0.576263258937329,0.1743699864885679,KLD-PP:NS-W:TS-100-BINS,0.7506332454258969,0.40189327244876105
1470,Model<br>Architecture,-0.5,delta,0.0010973433422487883,0.04234088673724612,FED,0.043438230079494905,-0.041243543394997334
2280,Pretraining<br>Data,-0.5,delta,-0.010162834857785416,0.03431370985655851,FID,0.024150874998773095,-0.044476544714343924
1382,Co-Training<br>Data,-0.5,rank,0.5178418077279693,0.18343754437661622,VDNA-PP:NN-1000-BINS,0.7012793521045855,0.3344042633513531
1383,Co-Training<br>Data,-0.5,regret,0.17623114392715966,0.16151695791933063,VDNA-PP:NN-1000-BINS,0.3377481018464903,0.014714186007829033
1384,Co-Training<br>Data,-0.5,weightedtau,-0.009171268422723809,0.16800925053670882,VDNA-PP:NN-1000-BINS,0.158837982113985,-0.17718051895943263
1920,Model<br>Architecture,-0.5,delta,-0.0018927866944354866,0.048459873461003555,KLD-PP:NS-W:TS-100-BINS,0.04656708676656807,-0.050352660155439044
1654,Model<br>Architecture,-0.5,weightedtau,-0.030457170577743147,0.15383876156977858,KLD-PP:NN,0.12338159099203543,-0.1842959321475217
1471,Model<br>Architecture,-0.5,gain,0.6666666666666665,0.3687108791699814,FED,1.0353775458366479,0.2979557874966851
2732,Pretraining<br>Data,-0.5,rank,0.6343870951869277,0.20111996155921694,SEMANTIC,0.8355070567461447,0.43326713362771074
2731,Pretraining<br>Data,-0.5,gain,0.313953488372093,0.3905908082771072,SEMANTIC,0.7045442966492002,-0.07663731990501416
481,Augmentation<br>Policy,-0.5,gain,0.6434108527131783,0.40516501173041364,KLD-PP:NS-W:TS-100-BINS,1.0485758644435919,0.2382458409827647
2190,Pretraining<br>Data,-0.5,delta,-0.012299900138100905,0.033197640370576945,FED,0.02089774023247604,-0.04549754050867785
483,Augmentation<br>Policy,-0.5,regret,0.16616467464911594,0.1558968930646863,KLD-PP:NS-W:TS-100-BINS,0.32206156771380223,0.010267781584429647
484,Augmentation<br>Policy,-0.5,weightedtau,0.17809407390358148,0.2129101871615091,KLD-PP:NS-W:TS-100-BINS,0.39100426106509056,-0.03481611325792763
2730,Pretraining<br>Data,-0.5,delta,-0.01473360787836463,0.041316246586142004,SEMANTIC,0.026582638707777374,-0.05604985446450664
1653,Model<br>Architecture,-0.5,regret,0.2083453888175159,0.19272960270795894,KLD-PP:NN,0.4010749915254749,0.015615786109556967
2102,Model<br>Architecture,-0.5,rank,0.4785159745708541,0.1625274914150557,VDNA-PP:NN-1000-BINS,0.6410434659859098,0.3159884831557984
32,Augmentation<br>Policy,-0.5,rank,0.570649572777288,0.1716241050710614,FED,0.7422736778483494,0.3990254677062266
34,Augmentation<br>Policy,-0.5,weightedtau,0.0630560163253461,0.1779369915750862,FED,0.2409930079004323,-0.11488097524974009
932,Co-Training<br>Data,-0.5,rank,0.5416376894106054,0.19777455261102975,KLD-PP:NN,0.7394122420216351,0.3438631367995757
933,Co-Training<br>Data,-0.5,regret,0.16960628701783065,0.15621869546589054,KLD-PP:NN,0.32582498248372116,0.013387591551940109
