,exp,hp,meta,mean,std,dist,upper,lower
314,Augmentation<br>Policy,0.0,weightedtau,0.14450537479528608,0.20132301326233665,KLD-PP:NS-1000-BINS,0.3458283880576227,-0.05681763846705057
2561,Pretraining<br>Data,0.0,gain,0.26356589147286813,0.38302640421541356,KLD-PP:NS-W:SN-1000-BINS,0.6465922956882817,-0.11946051274254543
402,Augmentation<br>Policy,0.0,rank,0.5319685760160291,0.17513642966438062,KLD-PP:NS-W:SN-1000-BINS,0.7071050056804097,0.3568321463516485
403,Augmentation<br>Policy,0.0,regret,0.17099008055575093,0.145447051296622,KLD-PP:NS-W:SN-1000-BINS,0.31643713185237293,0.025543029259128935
404,Augmentation<br>Policy,0.0,weightedtau,0.027340917589022008,0.2079793132408558,KLD-PP:NS-W:SN-1000-BINS,0.23532023082987782,-0.1806383956518338
132,Augmentation<br>Policy,0.0,rank,0.5731613542368049,0.15033919668602455,FID,0.7235005509228295,0.42282215755078034
2560,Pretraining<br>Data,0.0,delta,-0.016243001402810563,0.030607304678377908,KLD-PP:NS-W:SN-1000-BINS,0.014364303275567345,-0.04685030608118847
2562,Pretraining<br>Data,0.0,rank,0.5236052667313782,0.1891404311999292,KLD-PP:NS-W:SN-1000-BINS,0.7127456979313074,0.334464835531449
2563,Pretraining<br>Data,0.0,regret,0.21883298288636763,0.16882129012850694,KLD-PP:NS-W:SN-1000-BINS,0.38765427301487454,0.05001169275786069
2564,Pretraining<br>Data,0.0,weightedtau,-0.001077653032950662,0.22200213259421692,KLD-PP:NS-W:SN-1000-BINS,0.22092447956126626,-0.22307978562716757
133,Augmentation<br>Policy,0.0,regret,0.16400087754904302,0.1497998992365125,FID,0.3138007767855555,0.014200978312530532
134,Augmentation<br>Policy,0.0,weightedtau,-0.013511754646493984,0.20131661728814731,FID,0.18780486264165333,-0.2148283719346413
224,Augmentation<br>Policy,0.0,weightedtau,-0.07071537688543021,0.16449231976432196,KLD-PP:NN,0.09377694287889175,-0.23520769664975216
2290,Pretraining<br>Data,0.0,delta,-0.011919229760650513,0.0375243544447916,FID,0.02560512468414109,-0.04944358420544211
2291,Pretraining<br>Data,0.0,gain,0.33720930232558133,0.38770039657862093,FID,0.7249096989042023,-0.0504910942530396
2292,Pretraining<br>Data,0.0,rank,0.6603877878336579,0.18401665627060246,FID,0.8444044441042604,0.47637113156305544
2293,Pretraining<br>Data,0.0,regret,0.18884672428176577,0.16600146438280525,FID,0.354848188664571,0.022845259898960524
401,Augmentation<br>Policy,0.0,gain,0.6434108527131782,0.4209876270810613,KLD-PP:NS-W:SN-1000-BINS,1.0643984797942396,0.22242322563211692
2294,Pretraining<br>Data,0.0,weightedtau,0.09073679838211421,0.1692665881499542,FID,0.26000338653206845,-0.07852978976784
400,Augmentation<br>Policy,0.0,delta,0.003863545620780279,0.04660426529303203,KLD-PP:NS-W:SN-1000-BINS,0.050467810913812305,-0.04274071967225175
2834,Pretraining<br>Data,0.0,weightedtau,0.11593241085899599,0.1647478343018505,VDNA-PP:NN-1000-BINS,0.2806802451608465,-0.048815423442854514
2113,Model<br>Architecture,0.0,regret,0.2046902361943008,0.1844552776855293,VDNA-PP:NN-1000-BINS,0.3891455138798301,0.020234958508771494
2650,Pretraining<br>Data,0.0,delta,-0.012035524044233999,0.03790669600271124,KLD-PP:NS-W:TS-100-BINS,0.02587117195847724,-0.049942220046945235
2651,Pretraining<br>Data,0.0,gain,0.3682170542635659,0.39284139981050464,KLD-PP:NS-W:TS-100-BINS,0.7610584540740706,-0.024624345546938764
2652,Pretraining<br>Data,0.0,rank,0.6768265117416123,0.1916114288536002,KLD-PP:NS-W:TS-100-BINS,0.8684379405952125,0.4852150828880122
2114,Model<br>Architecture,0.0,weightedtau,-0.032314996830771686,0.17471902874692585,VDNA-PP:NN-1000-BINS,0.14240403191615417,-0.20703402557769754
2653,Pretraining<br>Data,0.0,regret,0.1914303669655615,0.1748546226839536,KLD-PP:NS-W:TS-100-BINS,0.3662849896495151,0.016575744281607907
2654,Pretraining<br>Data,0.0,weightedtau,0.14967637131742625,0.15262971278533755,KLD-PP:NS-W:TS-100-BINS,0.30230608410276383,-0.0029533414679112913
1932,Model<br>Architecture,0.0,rank,0.48256911637808403,0.16689237763098838,KLD-PP:NS-W:TS-100-BINS,0.6494614940090724,0.3156767387470957
2833,Pretraining<br>Data,0.0,regret,0.18851226821907655,0.17222489162778273,VDNA-PP:NN-1000-BINS,0.3607371598468593,0.016287376591293812
1930,Model<br>Architecture,0.0,delta,-0.0017566659345799231,0.04867808340661649,KLD-PP:NS-W:TS-100-BINS,0.04692141747203656,-0.05043474934119641
1931,Model<br>Architecture,0.0,gain,0.6511627906976745,0.3990412586795894,KLD-PP:NS-W:TS-100-BINS,1.050204049377264,0.25212153201808507
2115,Model<br>Architecture,0.025,delta,-0.0011520469296502113,0.04485125410792531,VDNA-PP:NN-1000-BINS,0.04369920717827509,-0.04600330103757552
1669,Model<br>Architecture,0.025,weightedtau,-0.062414357444466835,0.15041730646646204,KLD-PP:NN,0.08800294902199521,-0.21283166391092886
587,Augmentation<br>Policy,0.025,rank,0.5052471612276013,0.18425933026143043,SEMANTIC,0.6895064914890316,0.32098783096617084
2116,Model<br>Architecture,0.025,gain,0.6589147286821705,0.375653658407091,VDNA-PP:NN-1000-BINS,1.0345683870892615,0.2832610702750795
1668,Model<br>Architecture,0.025,regret,0.2079036070194589,0.1913949683552977,KLD-PP:NN,0.3992985753747566,0.01650863866416119
586,Augmentation<br>Policy,0.025,gain,0.5813953488372093,0.39995439776534236,SEMANTIC,0.9813497466025517,0.18144095107186697
1667,Model<br>Architecture,0.025,rank,0.4648763117182978,0.16303211472402312,KLD-PP:NN,0.6279084264423209,0.30184419699427467
1666,Model<br>Architecture,0.025,gain,0.6279069767441859,0.3806379394097134,KLD-PP:NN,1.0085449161538993,0.24726903733447253
585,Augmentation<br>Policy,0.025,delta,0.002306792740673992,0.047907220500670755,SEMANTIC,0.050214013241344745,-0.045600427759996766
136,Augmentation<br>Policy,0.025,gain,0.6395348837209303,0.3799384755115473,FID,1.0194733592324776,0.25959640820938296
2479,Pretraining<br>Data,0.025,weightedtau,0.14178790965462687,0.15330228893618641,KLD-PP:NS-1000-BINS,0.2950901985908133,-0.011514379281559545
138,Augmentation<br>Policy,0.025,regret,0.17018420792857433,0.15980345357097325,FID,0.3299876614995476,0.01038075435760108
135,Augmentation<br>Policy,0.025,delta,0.003121271729469309,0.05272674855585748,FID,0.05584802028532679,-0.049605476826388176
2478,Pretraining<br>Data,0.025,regret,0.19387804129748154,0.17826016076835025,KLD-PP:NS-1000-BINS,0.3721382020658318,0.015617880529131295
1579,Model<br>Architecture,0.025,weightedtau,-0.04883050685900283,0.15160812717483163,FID,0.1027776203158288,-0.20043863403383447
1578,Model<br>Architecture,0.025,regret,0.19825866000701267,0.1920366459096968,FID,0.39029530591670947,0.0062220140973158755
1577,Model<br>Architecture,0.025,rank,0.48571369706267387,0.16038455111300878,FID,0.6460982481756826,0.3253291459496651
1039,Co-Training<br>Data,0.025,weightedtau,-0.010802445766175877,0.19278658821721179,KLD-PP:NS-1000-BINS,0.18198414245103592,-0.20358903398338765
1576,Model<br>Architecture,0.025,gain,0.6627906976744186,0.3843139581413257,FID,1.0471046558157442,0.2784767395330929
1575,Model<br>Architecture,0.025,delta,-0.0009897645437748168,0.04573122702780501,FID,0.044741462484030194,-0.04672099157157982
2475,Pretraining<br>Data,0.025,delta,-0.012144265325802543,0.0379052233740223,KLD-PP:NS-1000-BINS,0.02576095804821976,-0.05004948869982484
2476,Pretraining<br>Data,0.025,gain,0.37209302325581395,0.3974382170135495,KLD-PP:NS-1000-BINS,0.7695312402693635,-0.02534519375773553
2477,Pretraining<br>Data,0.025,rank,0.6708187598036279,0.1962740153212587,KLD-PP:NS-1000-BINS,0.8670927751248867,0.4745447444823692
139,Augmentation<br>Policy,0.025,weightedtau,-0.01855213349212743,0.20166649346903043,FID,0.183114359976903,-0.22021862696115785
137,Augmentation<br>Policy,0.025,rank,0.5614470840186471,0.15976123546497967,FID,0.7212083194836267,0.4016858485536674
2388,Pretraining<br>Data,0.025,regret,0.19377028571802304,0.18153121558817276,KLD-PP:NN,0.3753015013061958,0.012239070129850288
316,Augmentation<br>Policy,0.025,gain,0.6356589147286822,0.39812602522988155,KLD-PP:NS-1000-BINS,1.0337849399585637,0.23753288949880064
1935,Model<br>Architecture,0.025,delta,-0.0016852025067775342,0.048685857557319114,KLD-PP:NS-W:TS-100-BINS,0.04700065505054158,-0.05037106006409665
2835,Pretraining<br>Data,0.025,delta,-0.011124000030278537,0.03480378579566084,VDNA-PP:NN-1000-BINS,0.0236797857653823,-0.04592778582593938
2836,Pretraining<br>Data,0.025,gain,0.36434108527131787,0.3847685221343802,VDNA-PP:NN-1000-BINS,0.749109607405698,-0.02042743686306231
2837,Pretraining<br>Data,0.025,rank,0.6647167569441897,0.19470640393739086,VDNA-PP:NN-1000-BINS,0.8594231608815806,0.4700103530067989
229,Augmentation<br>Policy,0.025,weightedtau,-0.07979256836285295,0.1638249613586755,KLD-PP:NN,0.08403239299582255,-0.24361752972152845
405,Augmentation<br>Policy,0.025,delta,0.0036196642836859097,0.046843254084478536,KLD-PP:NS-W:SN-1000-BINS,0.050462918368164446,-0.043223589800792626
406,Augmentation<br>Policy,0.025,gain,0.6356589147286822,0.42357923065830655,KLD-PP:NS-W:SN-1000-BINS,1.0592381453869888,0.21207968407037564
407,Augmentation<br>Policy,0.025,rank,0.5268744453405031,0.1754034369112797,KLD-PP:NS-W:SN-1000-BINS,0.7022778822517828,0.3514710084292234
408,Augmentation<br>Policy,0.025,regret,0.17353926222082752,0.14721889897803483,KLD-PP:NS-W:SN-1000-BINS,0.32075816119886236,0.026320363242792688
409,Augmentation<br>Policy,0.025,weightedtau,0.017451736439247627,0.2115650972982851,KLD-PP:NS-W:SN-1000-BINS,0.22901683373753273,-0.19411336085903746
228,Augmentation<br>Policy,0.025,regret,0.1753111889640664,0.16932754317515525,KLD-PP:NN,0.34463873213922164,0.0059836457889111405
227,Augmentation<br>Policy,0.025,rank,0.5552258125442463,0.18014534047162542,KLD-PP:NN,0.7353711530158717,0.37508047207262085
226,Augmentation<br>Policy,0.025,gain,0.6550387596899224,0.38754354397926977,KLD-PP:NN,1.0425823036691921,0.26749521571065266
225,Augmentation<br>Policy,0.025,delta,0.0034295723650806706,0.053418846214912566,KLD-PP:NN,0.05684841857999324,-0.04998927384983189
2295,Pretraining<br>Data,0.025,delta,-0.011918969163598936,0.03755133719594455,FID,0.025632368032345615,-0.049470306359543484
1936,Model<br>Architecture,0.025,gain,0.6589147286821705,0.40253037618839405,KLD-PP:NS-W:TS-100-BINS,1.0614451048705646,0.25638435249377645
1937,Model<br>Architecture,0.025,rank,0.4876078760680065,0.16977072196764748,KLD-PP:NS-W:TS-100-BINS,0.6573785980356539,0.317837154100359
1938,Model<br>Architecture,0.025,regret,0.20525681711526317,0.19640788767004763,KLD-PP:NS-W:TS-100-BINS,0.4016647047853108,0.008848929445215536
1939,Model<br>Architecture,0.025,weightedtau,0.027983107315681415,0.1314470214261948,KLD-PP:NS-W:TS-100-BINS,0.1594301287418762,-0.10346391411051338
2205,Pretraining<br>Data,0.025,delta,-0.010949081998770854,0.03629947114600167,FED,0.025350389147230815,-0.047248553144772526
2206,Pretraining<br>Data,0.025,gain,0.3488372093023256,0.3890896925821719,FED,0.7379269018844975,-0.04025248327984632
2207,Pretraining<br>Data,0.025,rank,0.663621371887297,0.1747514233832177,FED,0.8383727952705147,0.4888699485040793
2208,Pretraining<br>Data,0.025,regret,0.18994326651718973,0.17301356813027313,FED,0.36295683464746287,0.016929698386916603
2029,Model<br>Architecture,0.025,weightedtau,-0.03840196135455077,0.15230253772733193,SEMANTIC,0.11390057637278117,-0.1907044990818827
2028,Model<br>Architecture,0.025,regret,0.19289485909727713,0.17416745187856242,SEMANTIC,0.3670623109758395,0.018727407218714714
2027,Model<br>Architecture,0.025,rank,0.5105336162081046,0.18322162897296285,SEMANTIC,0.6937552451810673,0.3273119872351417
2296,Pretraining<br>Data,0.025,gain,0.33720930232558133,0.38770039657862093,FID,0.7249096989042023,-0.0504910942530396
2026,Model<br>Architecture,0.025,gain,0.6666666666666666,0.3927446575232716,SEMANTIC,1.0594113241899383,0.27392200914339504
2209,Pretraining<br>Data,0.025,weightedtau,0.06922667285701853,0.1516085429714178,FED,0.22083521582843632,-0.08238187011439926
1035,Co-Training<br>Data,0.025,delta,0.010129973176837904,0.0397251620934972,KLD-PP:NS-1000-BINS,0.0498551352703351,-0.02959518891665929
1036,Co-Training<br>Data,0.025,gain,0.6589147286821705,0.38254990425376667,KLD-PP:NS-1000-BINS,1.0414646329359372,0.2763648244284038
855,Co-Training<br>Data,0.025,delta,0.006350374807067013,0.03703795409286539,FID,0.043388328899932396,-0.030687579285798374
856,Co-Training<br>Data,0.025,gain,0.6550387596899223,0.36316572647379725,FID,1.0182044861637196,0.29187303321612507
857,Co-Training<br>Data,0.025,rank,0.5039828658609384,0.17919488589062788,FID,0.6831777517515663,0.32478797997031056
858,Co-Training<br>Data,0.025,regret,0.18499078822690282,0.16323341052858462,FID,0.34822419875548744,0.021757377698318203
2025,Model<br>Architecture,0.025,delta,-0.0011527030042899613,0.04313960616436306,SEMANTIC,0.0419869031600731,-0.044292309168653024
2297,Pretraining<br>Data,0.025,rank,0.6591982663153473,0.18434628126374455,FID,0.8435445475790918,0.47485198505160275
2298,Pretraining<br>Data,0.025,regret,0.1894897993963566,0.1672628992471556,FID,0.3567526986435122,0.022226900149201007
2299,Pretraining<br>Data,0.025,weightedtau,0.08802280459621592,0.17068893038532038,FID,0.2587117349815363,-0.08266612578910446
1127,Co-Training<br>Data,0.025,rank,0.5148640016043523,0.175974713824109,KLD-PP:NS-W:SN-1000-BINS,0.6908387154284613,0.3388892877802433
1128,Co-Training<br>Data,0.025,regret,0.18531166600345722,0.16998962698311915,KLD-PP:NS-W:SN-1000-BINS,0.35530129298657637,0.015322039020338074
1129,Co-Training<br>Data,0.025,weightedtau,0.020830266671995085,0.1787169944341151,KLD-PP:NS-W:SN-1000-BINS,0.19954726110611018,-0.15788672776212
1037,Co-Training<br>Data,0.025,rank,0.527639408172688,0.21348342767543824,KLD-PP:NS-1000-BINS,0.7411228358481262,0.3141559804972497
1038,Co-Training<br>Data,0.025,regret,0.1735783082608401,0.17097916675575656,KLD-PP:NS-1000-BINS,0.3445574750165966,0.00259914150508353
495,Augmentation<br>Policy,0.025,delta,0.0052461546751879995,0.0459155238711553,KLD-PP:NS-W:TS-100-BINS,0.0511616785463433,-0.0406693691959673
496,Augmentation<br>Policy,0.025,gain,0.6395348837209303,0.3967683714698983,KLD-PP:NS-W:TS-100-BINS,1.0363032551908287,0.24276651225103196
1126,Co-Training<br>Data,0.025,gain,0.6666666666666666,0.3927446575232716,KLD-PP:NS-W:SN-1000-BINS,1.0594113241899383,0.27392200914339504
497,Augmentation<br>Policy,0.025,rank,0.5777582755486246,0.1673562654504045,KLD-PP:NS-W:TS-100-BINS,0.7451145409990291,0.4104020100982201
499,Augmentation<br>Policy,0.025,weightedtau,0.14502623411037596,0.20486179776777558,KLD-PP:NS-W:TS-100-BINS,0.34988803187815154,-0.059835563657399615
319,Augmentation<br>Policy,0.025,weightedtau,0.137979715164143,0.2004884772118421,KLD-PP:NS-1000-BINS,0.33846819237598513,-0.06250876204769909
318,Augmentation<br>Policy,0.025,regret,0.16746420944249094,0.15617196431664632,KLD-PP:NS-1000-BINS,0.3236361737591372,0.011292245125844619
317,Augmentation<br>Policy,0.025,rank,0.5713906122042169,0.1600381623035302,KLD-PP:NS-1000-BINS,0.7314287745077471,0.41135244990068676
2747,Pretraining<br>Data,0.025,rank,0.6268959260931297,0.20986182247177865,SEMANTIC,0.8367577485649084,0.41703410362135107
2746,Pretraining<br>Data,0.025,gain,0.3372093023255814,0.39438604903971264,SEMANTIC,0.731595351365294,-0.057176746714131255
2745,Pretraining<br>Data,0.025,delta,-0.014965695042634803,0.039454825706254526,SEMANTIC,0.024489130663619723,-0.054420520748889326
498,Augmentation<br>Policy,0.025,regret,0.16619724883867348,0.15833642571181888,KLD-PP:NS-W:TS-100-BINS,0.32453367455049237,0.0078608231268546
315,Augmentation<br>Policy,0.025,delta,0.004929210673006938,0.04479086840314008,KLD-PP:NS-1000-BINS,0.04972007907614702,-0.03986165773013314
1125,Co-Training<br>Data,0.025,delta,0.009645383333358966,0.03434233015303638,KLD-PP:NS-W:SN-1000-BINS,0.043987713486395345,-0.024696946819677414
1756,Model<br>Architecture,0.025,gain,0.6511627906976745,0.4023037474515473,KLD-PP:NS-1000-BINS,1.0534665381492219,0.24885904324612718
1849,Model<br>Architecture,0.025,weightedtau,0.024963829430435194,0.1609771831824421,KLD-PP:NS-W:SN-1000-BINS,0.18594101261287732,-0.1360133537520069
1848,Model<br>Architecture,0.025,regret,0.1743334349009592,0.1467997458044736,KLD-PP:NS-W:SN-1000-BINS,0.32113318070543284,0.027533689096485597
1847,Model<br>Architecture,0.025,rank,0.5393812519392172,0.19185850839798763,KLD-PP:NS-W:SN-1000-BINS,0.7312397603372047,0.34752274354122953
1846,Model<br>Architecture,0.025,gain,0.7170542635658914,0.3449635459019054,KLD-PP:NS-W:SN-1000-BINS,1.0620178094677968,0.372090717663986
1845,Model<br>Architecture,0.025,delta,0.006099185008719297,0.03544877780064988,KLD-PP:NS-W:SN-1000-BINS,0.04154796280936918,-0.029349592791930584
2749,Pretraining<br>Data,0.025,weightedtau,0.09657742846552443,0.19764889579952424,SEMANTIC,0.2942263242650487,-0.10107146733399981
2748,Pretraining<br>Data,0.025,regret,0.20096328707861005,0.17824865143758542,SEMANTIC,0.3792119385161955,0.022714635641024633
1755,Model<br>Architecture,0.025,delta,-0.0020386020650543196,0.047418684646189,KLD-PP:NS-1000-BINS,0.045380082581134684,-0.04945728671124332
859,Co-Training<br>Data,0.025,weightedtau,-0.04387239685279543,0.16449530944815544,FID,0.12062291259536001,-0.20836770630095086
2385,Pretraining<br>Data,0.025,delta,-0.01258239704509113,0.03821685761071636,KLD-PP:NN,0.02563446056562523,-0.050799254655807494
2386,Pretraining<br>Data,0.025,gain,0.35658914728682173,0.3953676130838289,KLD-PP:NN,0.7519567603706506,-0.03877846579700717
2387,Pretraining<br>Data,0.025,rank,0.6611787142268994,0.17807790836291626,KLD-PP:NN,0.8392566225898157,0.4831008058639832
2389,Pretraining<br>Data,0.025,weightedtau,0.07628248669494603,0.17096000049515778,KLD-PP:NN,0.2472424871901038,-0.09467751380021175
1759,Model<br>Architecture,0.025,weightedtau,0.02664898863307781,0.1300147188762846,KLD-PP:NS-1000-BINS,0.15666370750936243,-0.10336573024320679
1758,Model<br>Architecture,0.025,regret,0.20587760245486567,0.1936931609770936,KLD-PP:NS-1000-BINS,0.3995707634319593,0.012184441477772062
1757,Model<br>Architecture,0.025,rank,0.4846732138310186,0.17055263533659154,KLD-PP:NS-1000-BINS,0.6552258491676102,0.31412057849442704
588,Augmentation<br>Policy,0.025,regret,0.19359739720781757,0.18236013044757346,SEMANTIC,0.37595752765539103,0.011237266760244113
589,Augmentation<br>Policy,0.025,weightedtau,-0.07103182587158102,0.14664386415758895,SEMANTIC,0.07561203828600793,-0.21767569002916998
1665,Model<br>Architecture,0.025,delta,-0.00145969826737731,0.04492018303690146,KLD-PP:NN,0.04346048476952415,-0.046379881304278774
1395,Co-Training<br>Data,0.025,delta,0.008513168771137572,0.03554993719593573,VDNA-PP:NN-1000-BINS,0.0440631059670733,-0.027036768424798158
2657,Pretraining<br>Data,0.025,rank,0.6761066889287662,0.19113224481723717,KLD-PP:NS-W:TS-100-BINS,0.8672389337460034,0.48497444411152907
2658,Pretraining<br>Data,0.025,regret,0.1919220127753019,0.17520391029768084,KLD-PP:NS-W:TS-100-BINS,0.36712592307298275,0.016718102477621066
2659,Pretraining<br>Data,0.025,weightedtau,0.14851113287382434,0.15070123275460018,KLD-PP:NS-W:TS-100-BINS,0.2992123656284245,-0.002190099880775842
1396,Co-Training<br>Data,0.025,gain,0.6395348837209303,0.3934599871828238,VDNA-PP:NN-1000-BINS,1.032994870903754,0.24607489653810644
1397,Co-Training<br>Data,0.025,rank,0.49011339241282414,0.18339023586133976,VDNA-PP:NN-1000-BINS,0.6735036282741639,0.3067231565514844
1398,Co-Training<br>Data,0.025,regret,0.18533633823614037,0.16995305455825357,VDNA-PP:NN-1000-BINS,0.355289392794394,0.0153832836778868
2656,Pretraining<br>Data,0.025,gain,0.3682170542635659,0.39284139981050464,KLD-PP:NS-W:TS-100-BINS,0.7610584540740706,-0.024624345546938764
2569,Pretraining<br>Data,0.025,weightedtau,-0.008734511572411927,0.22394523296046298,KLD-PP:NS-W:SN-1000-BINS,0.21521072138805106,-0.2326797445328749
2568,Pretraining<br>Data,0.025,regret,0.22066846274207444,0.16953856972231696,KLD-PP:NS-W:SN-1000-BINS,0.39020703246439137,0.05112989301975748
2567,Pretraining<br>Data,0.025,rank,0.5134723763659297,0.19086173714922613,KLD-PP:NS-W:SN-1000-BINS,0.7043341135151558,0.3226106392167035
2566,Pretraining<br>Data,0.025,gain,0.2596899224806201,0.383997422345303,KLD-PP:NS-W:SN-1000-BINS,0.643687344825923,-0.12430749986468287
2565,Pretraining<br>Data,0.025,delta,-0.01659366507708872,0.030720913434766156,KLD-PP:NS-W:SN-1000-BINS,0.014127248357677435,-0.047314578511854874
676,Augmentation<br>Policy,0.025,gain,0.6589147286821704,0.38595182125432875,VDNA-PP:NN-1000-BINS,1.044866549936499,0.27296290742784163
1309,Co-Training<br>Data,0.025,weightedtau,-0.04547137151455926,0.1777376353485702,SEMANTIC,0.13226626383401094,-0.22320900686312947
1399,Co-Training<br>Data,0.025,weightedtau,-0.020079625939174506,0.15086207054417708,VDNA-PP:NN-1000-BINS,0.13078244460500257,-0.17094169648335159
2655,Pretraining<br>Data,0.025,delta,-0.012066706668498899,0.037906074760458014,KLD-PP:NS-W:TS-100-BINS,0.025839368091959115,-0.04997278142895691
47,Augmentation<br>Policy,0.025,rank,0.5307271751721038,0.1886416568174702,FED,0.7193688319895739,0.3420855183546336
48,Augmentation<br>Policy,0.025,regret,0.18484322428982108,0.18373225568177534,FED,0.36857547997159645,0.0011109686080457426
1485,Model<br>Architecture,0.025,delta,0.0012498707426302875,0.03956585055280925,FED,0.04081572129543954,-0.03831597981017896
1486,Model<br>Architecture,0.025,gain,0.6472868217054263,0.3734826422817094,FED,1.0207694639871356,0.2738041794237169
1487,Model<br>Architecture,0.025,rank,0.4998724009584859,0.18051497652917178,FED,0.6803873774876577,0.31935742442931414
1488,Model<br>Architecture,0.025,regret,0.1976749964720233,0.1833997037811539,FED,0.3810747002531772,0.014275292690869412
1489,Model<br>Architecture,0.025,weightedtau,-0.0724036058887489,0.16898461273466792,FED,0.09658100684591901,-0.2413882186234168
675,Augmentation<br>Policy,0.025,delta,0.0030377199560480896,0.05255265391033105,VDNA-PP:NN-1000-BINS,0.05559037386637914,-0.04951493395428296
677,Augmentation<br>Policy,0.025,rank,0.5610983054229455,0.1874594455800241,VDNA-PP:NN-1000-BINS,0.7485577510029695,0.3736388598429214
678,Augmentation<br>Policy,0.025,regret,0.1740757871493533,0.16669076671517494,VDNA-PP:NN-1000-BINS,0.34076655386452825,0.007385020434178352
679,Augmentation<br>Policy,0.025,weightedtau,-0.023210520324850024,0.2264612339753899,VDNA-PP:NN-1000-BINS,0.20325071365053987,-0.2496717543002399
1219,Co-Training<br>Data,0.025,weightedtau,-0.010207310334217096,0.19284517865344067,KLD-PP:NS-W:TS-100-BINS,0.18263786831922357,-0.20305248898765776
1218,Co-Training<br>Data,0.025,regret,0.17608311407426103,0.17153798731963268,KLD-PP:NS-W:TS-100-BINS,0.3476211013938937,0.0045451267546283425
1217,Co-Training<br>Data,0.025,rank,0.5184755100553016,0.21408768522754257,KLD-PP:NS-W:TS-100-BINS,0.7325631952828442,0.304387824827759
1216,Co-Training<br>Data,0.025,gain,0.6550387596899224,0.3807377579254224,KLD-PP:NS-W:TS-100-BINS,1.0357765176153448,0.2743010017645
1215,Co-Training<br>Data,0.025,delta,0.009500001213039243,0.038525039059723105,KLD-PP:NS-W:TS-100-BINS,0.048025040272762345,-0.029025037846683862
49,Augmentation<br>Policy,0.025,weightedtau,-0.052314530424584144,0.16835793208732067,FED,0.11604340166273652,-0.2206724625119048
1308,Co-Training<br>Data,0.025,regret,0.18266259798396686,0.16824540303878108,SEMANTIC,0.35090800102274794,0.014417194945185785
1307,Co-Training<br>Data,0.025,rank,0.5032831049993981,0.20033237245306199,SEMANTIC,0.7036154774524601,0.3029507325463361
948,Co-Training<br>Data,0.025,regret,0.1903133802374857,0.16887548328695898,KLD-PP:NN,0.3591888635244447,0.021437896950526725
949,Co-Training<br>Data,0.025,weightedtau,-0.04603240697439907,0.15746836780013296,KLD-PP:NN,0.11143596082573388,-0.20350077477453204
2117,Model<br>Architecture,0.025,rank,0.47642388787484846,0.17978327369001473,VDNA-PP:NN-1000-BINS,0.6562071615648633,0.29664061418483373
2838,Pretraining<br>Data,0.025,regret,0.18997884379710245,0.1722122220596397,VDNA-PP:NN-1000-BINS,0.36219106585674216,0.01776662173746274
2839,Pretraining<br>Data,0.025,weightedtau,0.11552049688060882,0.16345207646023502,VDNA-PP:NN-1000-BINS,0.27897257334084385,-0.047931579579626196
2118,Model<br>Architecture,0.025,regret,0.202486401587986,0.18572075205451766,VDNA-PP:NN-1000-BINS,0.3882071536425037,0.016765649533468346
2119,Model<br>Architecture,0.025,weightedtau,-0.03372884166617081,0.17546593950277914,VDNA-PP:NN-1000-BINS,0.14173709783660832,-0.20919478116894996
769,Co-Training<br>Data,0.025,weightedtau,-0.03599957151996704,0.1823860110625737,FED,0.14638643954260666,-0.21838558258254076
45,Augmentation<br>Policy,0.025,delta,0.0010958905752931243,0.057829256718560255,FED,0.05892514729385338,-0.05673336614326713
46,Augmentation<br>Policy,0.025,gain,0.6201550387596899,0.39987838248426705,FED,1.020033421243957,0.22027665627542287
1306,Co-Training<br>Data,0.025,gain,0.6627906976744186,0.36691323633444467,SEMANTIC,1.0297039340088632,0.2958774613399739
946,Co-Training<br>Data,0.025,gain,0.6356589147286821,0.39150424492642427,KLD-PP:NN,1.0271631596551063,0.2441546698022578
945,Co-Training<br>Data,0.025,delta,0.006217547550373921,0.036997433408280656,KLD-PP:NN,0.04321498095865458,-0.030779885857906735
768,Co-Training<br>Data,0.025,regret,0.1919139031424931,0.186179859044662,FED,0.37809376218715507,0.005734044097831098
767,Co-Training<br>Data,0.025,rank,0.49141935500587575,0.20560732336673515,FED,0.6970266783726109,0.2858120316391406
766,Co-Training<br>Data,0.025,gain,0.631782945736434,0.389499661514756,FED,1.02128260725119,0.242283284221678
765,Co-Training<br>Data,0.025,delta,0.005944485003634024,0.038477945699215324,FED,0.04442243070284935,-0.0325334606955813
947,Co-Training<br>Data,0.025,rank,0.49003625766901115,0.1806078597675037,KLD-PP:NN,0.6706441174365149,0.30942839790150745
1305,Co-Training<br>Data,0.025,delta,0.009661094047302433,0.036785956172839356,SEMANTIC,0.04644705022014179,-0.02712486212553692
2124,Model<br>Architecture,0.05,weightedtau,-0.03477965573839566,0.17690925470783428,VDNA-PP:NN-1000-BINS,0.1421295989694386,-0.21168891044622995
860,Co-Training<br>Data,0.05,delta,0.006743766694721949,0.03701924385123709,FID,0.04376301054595904,-0.03027547715651514
2120,Model<br>Architecture,0.05,delta,-0.0012380379885049975,0.04483097534343483,VDNA-PP:NN-1000-BINS,0.043592937354929834,-0.04606901333193983
2391,Pretraining<br>Data,0.05,gain,0.3682170542635659,0.40270026404259873,KLD-PP:NN,0.7709173183061646,-0.03448320977903285
