,exp,hp,meta,mean,std,dist,upper,lower
1839,Model<br>Architecture,-0.75,weightedtau,0.09294876050471709,0.18407721304249636,KLD-PP:NS-W:SN-1000-BINS,0.2770259735472135,-0.09112845253777926
215,Augmentation<br>Policy,-0.75,delta,0.0027919502914414015,0.05941166624811319,KLD-PP:NN,0.06220361653955459,-0.05661971595667179
216,Augmentation<br>Policy,-0.75,gain,0.6705426356589147,0.39768672942672084,KLD-PP:NN,1.0682293650856356,0.27285590623219386
217,Augmentation<br>Policy,-0.75,rank,0.6071889656701901,0.19393913514084934,KLD-PP:NN,0.8011281008110395,0.4132498305293407
218,Augmentation<br>Policy,-0.75,regret,0.16113011937931923,0.15571830129719344,KLD-PP:NN,0.31684842067651264,0.005411818082125791
1209,Co-Training<br>Data,-0.75,weightedtau,7.976330127053321e-05,0.18461110109255716,KLD-PP:NS-W:TS-100-BINS,0.1846908643938277,-0.1845313377912866
1208,Co-Training<br>Data,-0.75,regret,0.17416062637425078,0.1648355686192674,KLD-PP:NS-W:TS-100-BINS,0.3389961949935182,0.009325057754983379
1207,Co-Training<br>Data,-0.75,rank,0.5112567432683539,0.21329011894663008,KLD-PP:NS-W:TS-100-BINS,0.724546862214984,0.2979666243217238
1206,Co-Training<br>Data,-0.75,gain,0.6511627906976744,0.37191248089954226,KLD-PP:NS-W:TS-100-BINS,1.0230752715972167,0.2792503097981321
759,Co-Training<br>Data,-0.75,weightedtau,-0.03315951458968779,0.20360261696463286,FED,0.17044310237494506,-0.23676213155432066
758,Co-Training<br>Data,-0.75,regret,0.19050387613851988,0.17841917280596975,FED,0.36892304894448963,0.012084703332550129
757,Co-Training<br>Data,-0.75,rank,0.47738714076969374,0.20672254196502038,FED,0.6841096827347142,0.27066459880467336
756,Co-Training<br>Data,-0.75,gain,0.6201550387596898,0.379758405132039,FED,0.9999134438917288,0.2403966336276508
125,Augmentation<br>Policy,-0.75,delta,0.0024916067988989678,0.05904850462086369,FID,0.06154011141976266,-0.05655689782196472
126,Augmentation<br>Policy,-0.75,gain,0.6666666666666665,0.3927446575232716,FID,1.059411324189938,0.27392200914339493
127,Augmentation<br>Policy,-0.75,rank,0.6066705648484525,0.1974202691195508,FID,0.8040908339680033,0.4092502957289017
128,Augmentation<br>Policy,-0.75,regret,0.16122028648993625,0.15875673994939907,FID,0.31997702643933534,0.0024635465405371815
129,Augmentation<br>Policy,-0.75,weightedtau,0.19032233234822912,0.23652365292988814,FID,0.42684598527811723,-0.04620132058165902
755,Co-Training<br>Data,-0.75,delta,0.006927981780172943,0.036374716971553304,FED,0.04330269875172625,-0.02944673519138036
2738,Pretraining<br>Data,-0.75,regret,0.17639679251699006,0.16488830339949895,SEMANTIC,0.34128509591648903,0.01150848911749111
219,Augmentation<br>Policy,-0.75,weightedtau,0.15656776811782416,0.21246484615155792,KLD-PP:NN,0.36903261426938205,-0.055897078033733755
2739,Pretraining<br>Data,-0.75,weightedtau,0.2503770551511222,0.24401473511565747,SEMANTIC,0.49439179026677965,0.006362320035464719
2468,Pretraining<br>Data,-0.75,regret,0.19439935840040362,0.17472970016410838,KLD-PP:NS-1000-BINS,0.369129058564512,0.01966965823629524
2467,Pretraining<br>Data,-0.75,rank,0.6590740872390746,0.19957964009770748,KLD-PP:NS-1000-BINS,0.858653727336782,0.4594944471413671
2466,Pretraining<br>Data,-0.75,gain,0.36046511627906974,0.3934599871828238,KLD-PP:NS-1000-BINS,0.7539251034618936,-0.03299487090375408
2465,Pretraining<br>Data,-0.75,delta,-0.011656346247177712,0.035416589251335284,KLD-PP:NS-1000-BINS,0.02376024300415757,-0.047072935498513
1748,Model<br>Architecture,-0.75,regret,0.1917788083099217,0.1746085699549184,KLD-PP:NS-1000-BINS,0.36638737826484014,0.01717023835500328
1747,Model<br>Architecture,-0.75,rank,0.5125419546342805,0.1570398918443815,KLD-PP:NS-1000-BINS,0.669581846478662,0.35550206278989904
1925,Model<br>Architecture,-0.75,delta,0.0026645711611099697,0.041168292383926226,KLD-PP:NS-W:TS-100-BINS,0.043832863545036196,-0.038503721222816256
1926,Model<br>Architecture,-0.75,gain,0.6899224806201549,0.36079323528294016,KLD-PP:NS-W:TS-100-BINS,1.050715715903095,0.32912924533721477
1927,Model<br>Architecture,-0.75,rank,0.5050207290897993,0.16231185894343955,KLD-PP:NS-W:TS-100-BINS,0.6673325880332389,0.34270887014635976
1928,Model<br>Architecture,-0.75,regret,0.19504716176130865,0.17731038996907802,KLD-PP:NS-W:TS-100-BINS,0.37235755173038665,0.017736771792230627
1205,Co-Training<br>Data,-0.75,delta,0.010114239283310362,0.036112282918042145,KLD-PP:NS-W:TS-100-BINS,0.04622652220135251,-0.025998043634731783
2469,Pretraining<br>Data,-0.75,weightedtau,0.2349903126232041,0.21729079331409723,KLD-PP:NS-1000-BINS,0.4522811059373013,0.017699519309106876
1119,Co-Training<br>Data,-0.75,weightedtau,0.02207867224775038,0.19591397957105178,KLD-PP:NS-W:SN-1000-BINS,0.21799265181880215,-0.1738353073233014
2289,Pretraining<br>Data,-0.75,weightedtau,0.22415873363031724,0.20347339116594484,FID,0.4276321247962621,0.020685342464372397
2287,Pretraining<br>Data,-0.75,rank,0.6964468649094359,0.16964379018383183,FID,0.8660906550932677,0.5268030747256041
2018,Model<br>Architecture,-0.75,regret,0.19234382650182624,0.16499599023805855,SEMANTIC,0.3573398167398848,0.02734783626376769
1565,Model<br>Architecture,-0.75,delta,0.003385837919028237,0.03711739944126513,FID,0.04050323736029337,-0.03373156152223689
1566,Model<br>Architecture,-0.75,gain,0.7015503875968991,0.3506448579196178,FID,1.0521952455165169,0.35090552967728134
1567,Model<br>Architecture,-0.75,rank,0.5299225588554762,0.16536643817875793,FID,0.6952889970342342,0.3645561206767183
1568,Model<br>Architecture,-0.75,regret,0.18567886762574953,0.165195026836467,FID,0.3508738944622165,0.02048384078928253
1569,Model<br>Architecture,-0.75,weightedtau,0.03735660306040602,0.16461628773603026,FID,0.2019728907964363,-0.12725968467562424
2019,Model<br>Architecture,-0.75,weightedtau,0.04528688081799052,0.1598957742052988,SEMANTIC,0.2051826550232893,-0.11460889338730829
487,Augmentation<br>Policy,-0.75,rank,0.5887219973522753,0.18801401355333236,KLD-PP:NS-W:TS-100-BINS,0.7767360109056076,0.4007079837989429
305,Augmentation<br>Policy,-0.75,delta,0.003755966629784861,0.05118281662523683,KLD-PP:NS-1000-BINS,0.05493878325502169,-0.047426849995451964
306,Augmentation<br>Policy,-0.75,gain,0.6472868217054264,0.4069804355683459,KLD-PP:NS-1000-BINS,1.0542672572737724,0.2403063861370805
307,Augmentation<br>Policy,-0.75,rank,0.5860557640237568,0.17828039136115326,KLD-PP:NS-1000-BINS,0.7643361553849101,0.40777537266260355
308,Augmentation<br>Policy,-0.75,regret,0.16119849326388574,0.15294534600558374,KLD-PP:NS-1000-BINS,0.3141438392694695,0.008253147258302007
309,Augmentation<br>Policy,-0.75,weightedtau,0.24925355224331233,0.25152312895409806,KLD-PP:NS-1000-BINS,0.5007766811974104,-0.002269576710785731
2108,Model<br>Architecture,-0.75,regret,0.18297449140923316,0.15253141622119817,VDNA-PP:NN-1000-BINS,0.3355059076304313,0.03044307518803499
2107,Model<br>Architecture,-0.75,rank,0.5305593251899169,0.16097350229078886,VDNA-PP:NN-1000-BINS,0.6915328274807058,0.369585822899128
2106,Model<br>Architecture,-0.75,gain,0.693798449612403,0.35870178514224693,VDNA-PP:NN-1000-BINS,1.05250023475465,0.33509666447015607
2105,Model<br>Architecture,-0.75,delta,0.0030588030199055916,0.03728924667473229,VDNA-PP:NN-1000-BINS,0.04034804969463788,-0.0342304436548267
488,Augmentation<br>Policy,-0.75,regret,0.16090801597456533,0.1553258607276274,KLD-PP:NS-W:TS-100-BINS,0.3162338767021927,0.00558215524693792
489,Augmentation<br>Policy,-0.75,weightedtau,0.2518414188427949,0.25337957539808015,KLD-PP:NS-W:TS-100-BINS,0.505220994240875,-0.001538156555285275
1655,Model<br>Architecture,-0.75,delta,0.0020316966282304953,0.038030588072234424,KLD-PP:NN,0.04006228470046492,-0.03599889144400393
1656,Model<br>Architecture,-0.75,gain,0.686046511627907,0.3555522305666084,KLD-PP:NN,1.0415987421945154,0.3304942810612986
1657,Model<br>Architecture,-0.75,rank,0.5155401459644687,0.15641033425747705,KLD-PP:NN,0.6719504802219458,0.35912981170699165
1658,Model<br>Architecture,-0.75,regret,0.19323684621711731,0.16221859895345953,KLD-PP:NN,0.3554554451705768,0.03101824726365779
2017,Model<br>Architecture,-0.75,rank,0.5086207273892501,0.16793727177187648,SEMANTIC,0.6765579991611266,0.3406834556173737
2016,Model<br>Architecture,-0.75,gain,0.7209302325581395,0.34246497885463567,SEMANTIC,1.0633952114127752,0.3784652537035038
2109,Model<br>Architecture,-0.75,weightedtau,0.05527204821054951,0.15349076164768088,VDNA-PP:NN-1000-BINS,0.2087628098582304,-0.09821871343713137
2015,Model<br>Architecture,-0.75,delta,0.0021520891931938032,0.03652252632548617,SEMANTIC,0.038674615518679976,-0.03437043713229237
2286,Pretraining<br>Data,-0.75,gain,0.3488372093023256,0.3890896925821719,FID,0.7379269018844975,-0.04025248327984632
2285,Pretraining<br>Data,-0.75,delta,-0.00812188622563384,0.03259145160908278,FID,0.024469565383448938,-0.04071333783471662
1385,Co-Training<br>Data,-0.75,delta,0.008842814030265324,0.03572278863017819,VDNA-PP:NN-1000-BINS,0.044565602660443515,-0.02687997459991287
1386,Co-Training<br>Data,-0.75,gain,0.6162790697674417,0.38439305136260793,VDNA-PP:NN-1000-BINS,1.0006721211300498,0.2318860184048338
1387,Co-Training<br>Data,-0.75,rank,0.4962543846369376,0.2029805805683979,VDNA-PP:NN-1000-BINS,0.6992349652053356,0.2932738040685397
1388,Co-Training<br>Data,-0.75,regret,0.18693327923164135,0.1766775481695278,VDNA-PP:NN-1000-BINS,0.3636108274011691,0.010255731062113554
1389,Co-Training<br>Data,-0.75,weightedtau,-0.005694252891721857,0.18401148071833112,VDNA-PP:NN-1000-BINS,0.17831722782660928,-0.18970573361005297
485,Augmentation<br>Policy,-0.75,delta,0.002591028925060311,0.05467301154610212,KLD-PP:NS-W:TS-100-BINS,0.05726404047116243,-0.052081982621041814
1475,Model<br>Architecture,-0.75,delta,0.0008135119534894208,0.03869510431435037,FED,0.039508616267839795,-0.03788159236086095
1476,Model<br>Architecture,-0.75,gain,0.6782945736434108,0.370294616562509,FED,1.04858919020592,0.30799995708090183
2199,Pretraining<br>Data,-0.75,weightedtau,0.2221888080919963,0.21795772004976652,FED,0.4401465281417628,0.004231088042229769
2288,Pretraining<br>Data,-0.75,regret,0.17801485340154916,0.1625657733083176,FID,0.3405806267098668,0.015449080093231565
2198,Pretraining<br>Data,-0.75,regret,0.18861204336465953,0.1765446808007506,FED,0.3651567241654101,0.012067362563908945
2196,Pretraining<br>Data,-0.75,gain,0.3527131782945736,0.38383905655968525,FED,0.7365522348542588,-0.03112587826511165
2195,Pretraining<br>Data,-0.75,delta,-0.009987959412025231,0.031112550257835724,FED,0.021124590845810493,-0.04110050966986095
1477,Model<br>Architecture,-0.75,rank,0.5162685771782386,0.17032387381378733,FED,0.6865924509920259,0.34594470336445127
1478,Model<br>Architecture,-0.75,regret,0.1974046493158336,0.17134652698570133,FED,0.3687511763015349,0.026058122330132272
1479,Model<br>Architecture,-0.75,weightedtau,0.028356272248567686,0.16807019439256735,FED,0.19642646664113503,-0.13971392214399966
579,Augmentation<br>Policy,-0.75,weightedtau,0.1841292117332607,0.19629828701729818,SEMANTIC,0.38042749875055887,-0.01216907528403749
578,Augmentation<br>Policy,-0.75,regret,0.17045287654083047,0.15990441971745695,SEMANTIC,0.3303572962582874,0.01054845682337352
577,Augmentation<br>Policy,-0.75,rank,0.5763764448189677,0.1865565658886295,SEMANTIC,0.7629330107075971,0.38981987893033815
576,Augmentation<br>Policy,-0.75,gain,0.6666666666666665,0.39934587037179503,SEMANTIC,1.0660125370384614,0.2673207962948715
575,Augmentation<br>Policy,-0.75,delta,0.0012540280895947874,0.05922380820167231,SEMANTIC,0.060477836291267094,-0.05796978011207752
486,Augmentation<br>Policy,-0.75,gain,0.6511627906976745,0.4087506127010612,KLD-PP:NS-W:TS-100-BINS,1.0599134033987356,0.24241217799661324
2197,Pretraining<br>Data,-0.75,rank,0.6715743859671895,0.18347679626565766,FED,0.8550511822328473,0.4880975897015319
1118,Co-Training<br>Data,-0.75,regret,0.18467161742793747,0.16882830869086465,KLD-PP:NS-W:SN-1000-BINS,0.3534999261188021,0.01584330873707282
1929,Model<br>Architecture,-0.75,weightedtau,0.06543170920613242,0.14695630574170523,KLD-PP:NS-W:TS-100-BINS,0.21238801494783766,-0.08152459653557281
1116,Co-Training<br>Data,-0.75,gain,0.6511627906976744,0.4119362116498867,KLD-PP:NS-W:SN-1000-BINS,1.063099002347561,0.23922657904778766
1027,Co-Training<br>Data,-0.75,rank,0.5047843565381309,0.21804636026528867,KLD-PP:NS-1000-BINS,0.7228307168034196,0.28673799627284224
1029,Co-Training<br>Data,-0.75,weightedtau,-0.003939403886164417,0.18020901924431804,KLD-PP:NS-1000-BINS,0.1762696153581536,-0.18414842313048246
396,Augmentation<br>Policy,-0.75,gain,0.6860465116279069,0.40050507707826366,KLD-PP:NS-W:SN-1000-BINS,1.0865515887061705,0.2855414345496432
397,Augmentation<br>Policy,-0.75,rank,0.6434516180951102,0.1931372667709417,KLD-PP:NS-W:SN-1000-BINS,0.8365888848660519,0.4503143513241685
398,Augmentation<br>Policy,-0.75,regret,0.1541224805837121,0.1577332207475224,KLD-PP:NS-W:SN-1000-BINS,0.3118557013312345,-0.0036107401638103
2735,Pretraining<br>Data,-0.75,delta,-0.007452212562856741,0.02941724064494714,SEMANTIC,0.0219650280820904,-0.03686945320780388
2736,Pretraining<br>Data,-0.75,gain,0.37984496124031003,0.38658143312679216,SEMANTIC,0.7664263943671021,-0.006736471886482132
2737,Pretraining<br>Data,-0.75,rank,0.6867844254154005,0.22055736363269385,SEMANTIC,0.9073417890480944,0.4662270617827067
2559,Pretraining<br>Data,-0.75,weightedtau,0.17825775302034738,0.25770705437993885,KLD-PP:NS-W:SN-1000-BINS,0.4359648074002862,-0.07944930135959147
2558,Pretraining<br>Data,-0.75,regret,0.16971884462730188,0.16449135021806185,KLD-PP:NS-W:SN-1000-BINS,0.33421019484536374,0.00522749440924003
399,Augmentation<br>Policy,-0.75,weightedtau,0.2148657423052015,0.24967204696156625,KLD-PP:NS-W:SN-1000-BINS,0.46453778926676775,-0.03480630465636475
2557,Pretraining<br>Data,-0.75,rank,0.7122271354506982,0.20093327167025174,KLD-PP:NS-W:SN-1000-BINS,0.9131604071209499,0.5112938637804464
2556,Pretraining<br>Data,-0.75,gain,0.3953488372093023,0.3944438557163205,KLD-PP:NS-W:SN-1000-BINS,0.7897926929256228,0.0009049814929817934
2555,Pretraining<br>Data,-0.75,delta,-0.005999692612224147,0.029615138779932826,KLD-PP:NS-W:SN-1000-BINS,0.02361544616770868,-0.03561483139215697
2825,Pretraining<br>Data,-0.75,delta,-0.00808057828158987,0.03162861607555514,VDNA-PP:NN-1000-BINS,0.02354803779396527,-0.039709194357145004
1026,Co-Training<br>Data,-0.75,gain,0.6472868217054263,0.3734826422817094,KLD-PP:NS-1000-BINS,1.0207694639871356,0.2738041794237169
2826,Pretraining<br>Data,-0.75,gain,0.3682170542635659,0.3861290033591651,VDNA-PP:NN-1000-BINS,0.754346057622731,-0.017911949095599233
1025,Co-Training<br>Data,-0.75,delta,0.010073127249106582,0.03582439955207834,KLD-PP:NS-1000-BINS,0.045897526801184925,-0.025751272302971757
35,Augmentation<br>Policy,-0.75,delta,0.0028817189679281436,0.058844824381179335,FED,0.06172654334910748,-0.05596310541325119
2646,Pretraining<br>Data,-0.75,gain,0.36046511627906974,0.3934599871828238,KLD-PP:NS-W:TS-100-BINS,0.7539251034618936,-0.03299487090375408
2645,Pretraining<br>Data,-0.75,delta,-0.011620377308330486,0.03543792641040671,KLD-PP:NS-W:TS-100-BINS,0.023817549102076223,-0.0470583037187372
2647,Pretraining<br>Data,-0.75,rank,0.663806701552073,0.19511054364827873,KLD-PP:NS-W:TS-100-BINS,0.8589172452003517,0.46869615790379426
1117,Co-Training<br>Data,-0.75,rank,0.513127475575612,0.19264947443253283,KLD-PP:NS-W:SN-1000-BINS,0.7057769500081448,0.32047800114307917
2648,Pretraining<br>Data,-0.75,regret,0.19472572523780093,0.17512632079726956,KLD-PP:NS-W:TS-100-BINS,0.3698520460350705,0.019599404440531376
2649,Pretraining<br>Data,-0.75,weightedtau,0.24692397577928957,0.2190972332861259,KLD-PP:NS-W:TS-100-BINS,0.46602120906541544,0.027826742493163664
845,Co-Training<br>Data,-0.75,delta,0.008641933978990074,0.034846362386568915,FID,0.04348829636555899,-0.02620442840757884
846,Co-Training<br>Data,-0.75,gain,0.631782945736434,0.38272866126039584,FID,1.0145116069968299,0.24905428447603817
847,Co-Training<br>Data,-0.75,rank,0.5031757578373806,0.20560853076813634,FID,0.7087842886055169,0.2975672270692442
848,Co-Training<br>Data,-0.75,regret,0.18352658280112635,0.17506310800452282,FID,0.3585896908056492,0.008463474796603532
849,Co-Training<br>Data,-0.75,weightedtau,-0.027974770673040057,0.19989198277085096,FID,0.1719172120978109,-0.227866753443891
39,Augmentation<br>Policy,-0.75,weightedtau,0.17793633898300207,0.2162118922092699,FED,0.39414823119227194,-0.03827555322626783
38,Augmentation<br>Policy,-0.75,regret,0.1603222840545994,0.15664155515335101,FED,0.3169638392079504,0.0036807289012483757
37,Augmentation<br>Policy,-0.75,rank,0.6131917568347609,0.19196468494116223,FED,0.8051564417759232,0.42122707189359865
36,Augmentation<br>Policy,-0.75,gain,0.6705426356589146,0.39105751059426963,FED,1.061600146253184,0.27948512506464496
395,Augmentation<br>Policy,-0.75,delta,0.003845892827332183,0.05903499748470044,KLD-PP:NS-W:SN-1000-BINS,0.06288089031203262,-0.05518910465736825
2827,Pretraining<br>Data,-0.75,rank,0.6983294784199564,0.17435828087034136,VDNA-PP:NN-1000-BINS,0.8726877592902977,0.5239711975496151
1028,Co-Training<br>Data,-0.75,regret,0.1758465781435966,0.1674339275615349,KLD-PP:NS-1000-BINS,0.3432805057051315,0.008412650582061698
938,Co-Training<br>Data,-0.75,regret,0.18501116299680356,0.16832689341101856,KLD-PP:NN,0.3533380564078221,0.016684269585785005
1836,Model<br>Architecture,-0.75,gain,0.7364341085271318,0.3197886518964439,KLD-PP:NS-W:SN-1000-BINS,1.0562227604235757,0.41664545663068786
1837,Model<br>Architecture,-0.75,rank,0.5828569645007357,0.1858240933861472,KLD-PP:NS-W:SN-1000-BINS,0.7686810578868828,0.39703287111458846
936,Co-Training<br>Data,-0.75,gain,0.6356589147286821,0.3915042449264243,KLD-PP:NN,1.0271631596551063,0.24415466980225775
935,Co-Training<br>Data,-0.75,delta,0.009358015517855806,0.03317792718522776,KLD-PP:NN,0.042535942703083564,-0.023819911667371955
1115,Co-Training<br>Data,-0.75,delta,0.009243029302096804,0.033834369986207063,KLD-PP:NS-W:SN-1000-BINS,0.04307739928830387,-0.024591340684110258
1835,Model<br>Architecture,-0.75,delta,0.0066843188394255775,0.038598330503927636,KLD-PP:NS-W:SN-1000-BINS,0.045282649343353215,-0.03191401166450206
937,Co-Training<br>Data,-0.75,rank,0.4929008288566881,0.20213221932791056,KLD-PP:NN,0.6950330481845987,0.2907686095287776
939,Co-Training<br>Data,-0.75,weightedtau,-0.02599840016736982,0.17861771527906317,KLD-PP:NN,0.15261931511169335,-0.204616115446433
2829,Pretraining<br>Data,-0.75,weightedtau,0.2516592746662751,0.21295512848545298,VDNA-PP:NN-1000-BINS,0.4646144031517281,0.0387041461808221
2828,Pretraining<br>Data,-0.75,regret,0.17453392917758245,0.1594607813146545,VDNA-PP:NN-1000-BINS,0.33399471049223695,0.01507314786292796
1838,Model<br>Architecture,-0.75,regret,0.16672971200207984,0.1432297820321208,KLD-PP:NS-W:SN-1000-BINS,0.30995949403420064,0.023499929969959032
1651,Model<br>Architecture,-0.5,gain,0.6782945736434107,0.370294616562509,KLD-PP:NN,1.0485891902059197,0.3079999570809017
1921,Model<br>Architecture,-0.5,gain,0.6821705426356588,0.3754108050307286,KLD-PP:NS-W:TS-100-BINS,1.0575813476663873,0.3067597376049302
1652,Model<br>Architecture,-0.5,rank,0.49886982160787136,0.16056609954858805,KLD-PP:NN,0.6594359211564594,0.3383037220592833
1474,Model<br>Architecture,-0.5,weightedtau,-0.0009282914422058024,0.1678985668994035,FED,0.1669702754571977,-0.1688268583416093
1650,Model<br>Architecture,-0.5,delta,0.002279016899200074,0.03807922059932311,KLD-PP:NN,0.040358237498523186,-0.03580020370012303
1922,Model<br>Architecture,-0.5,rank,0.4994960412675974,0.16431471765993094,KLD-PP:NS-W:TS-100-BINS,0.6638107589275284,0.33518132360766645
2100,Model<br>Architecture,-0.5,delta,0.0017899128509738411,0.03789635421200459,VDNA-PP:NN-1000-BINS,0.039686267062978425,-0.03610644136103075
2101,Model<br>Architecture,-0.5,gain,0.6782945736434108,0.36674749347501784,VDNA-PP:NN-1000-BINS,1.0450420671184286,0.311547080168393
2194,Pretraining<br>Data,-0.5,weightedtau,0.19069675322443808,0.19703354274952714,FED,0.38773029597396524,-0.006336789525089065
2193,Pretraining<br>Data,-0.5,regret,0.18561802393336435,0.16707155509130678,FED,0.35268957902467113,0.018546468842057573
2192,Pretraining<br>Data,-0.5,rank,0.6634596725597736,0.18173708957848203,FED,0.8451967621382556,0.48172258298129156
2191,Pretraining<br>Data,-0.5,gain,0.32945736434108525,0.3843139581413257,FED,0.7137713224824109,-0.05485659380024044
1473,Model<br>Architecture,-0.5,regret,0.20044146267009186,0.17012143507759256,FED,0.3705628977476844,0.0303200275924993
1472,Model<br>Architecture,-0.5,rank,0.49589491849263134,0.17824849754376765,FED,0.674143416036399,0.3176464209488637
482,Augmentation<br>Policy,-0.5,rank,0.5906084295514581,0.18804700237083033,KLD-PP:NS-W:TS-100-BINS,0.7786554319222885,0.40256142718062776
1470,Model<br>Architecture,-0.5,delta,-2.4644787921456907e-05,0.03948768738436461,FED,0.039463042596443156,-0.039512332172286065
2280,Pretraining<br>Data,-0.5,delta,-0.00881223569236676,0.03267112848638905,FID,0.02385889279402229,-0.04148336417875581
1382,Co-Training<br>Data,-0.5,rank,0.5024348492219208,0.19787366907341844,VDNA-PP:NN-1000-BINS,0.7003085182953392,0.3045611801485024
1383,Co-Training<br>Data,-0.5,regret,0.18056650085706766,0.1632749070453333,VDNA-PP:NN-1000-BINS,0.3438414079024009,0.017291593811734368
1384,Co-Training<br>Data,-0.5,weightedtau,-0.02140044139853756,0.18035511532875542,VDNA-PP:NN-1000-BINS,0.15895467393021787,-0.20175555672729298
1920,Model<br>Architecture,-0.5,delta,0.0015928022929248334,0.04188841786646082,KLD-PP:NS-W:TS-100-BINS,0.04348122015938565,-0.04029561557353598
1654,Model<br>Architecture,-0.5,weightedtau,0.0068128448408652014,0.16267873801163696,KLD-PP:NN,0.16949158285250215,-0.15586589317077176
1471,Model<br>Architecture,-0.5,gain,0.6666666666666666,0.3687108791699814,FED,1.035377545836648,0.2979557874966852
2732,Pretraining<br>Data,-0.5,rank,0.6741598406977926,0.2165130788676245,SEMANTIC,0.890672919565417,0.45764676183016806
2731,Pretraining<br>Data,-0.5,gain,0.36046511627906974,0.3867583267933261,SEMANTIC,0.7472234430723959,-0.02629321051425637
481,Augmentation<br>Policy,-0.5,gain,0.6434108527131783,0.4115670600284246,KLD-PP:NS-W:TS-100-BINS,1.0549779127416028,0.23184379268475375
2190,Pretraining<br>Data,-0.5,delta,-0.009769954730681976,0.03183408575921998,FED,0.022064131028538,-0.041604040489901954
483,Augmentation<br>Policy,-0.5,regret,0.16045823958523955,0.15316191166344487,KLD-PP:NS-W:TS-100-BINS,0.3136201512486844,0.0072963279217946875
484,Augmentation<br>Policy,-0.5,weightedtau,0.23214745751292795,0.2463551934260967,KLD-PP:NS-W:TS-100-BINS,0.47850265093902467,-0.014207735913168762
2730,Pretraining<br>Data,-0.5,delta,-0.010533453266133933,0.03359353440558521,SEMANTIC,0.02306008113945128,-0.044126987671719145
1653,Model<br>Architecture,-0.5,regret,0.1925136203753737,0.16622849504231926,KLD-PP:NN,0.35874211541769296,0.026285125333054438
2102,Model<br>Architecture,-0.5,rank,0.49294464692550544,0.1656755436621477,VDNA-PP:NN-1000-BINS,0.6586201905876532,0.32726910326335773
32,Augmentation<br>Policy,-0.5,rank,0.5825544176970208,0.18875801801579065,FED,0.7713124357128114,0.39379639968123015
34,Augmentation<br>Policy,-0.5,weightedtau,0.12502567979438833,0.20592212951121544,FED,0.33094780930560375,-0.0808964497168271
932,Co-Training<br>Data,-0.5,rank,0.49880619440606894,0.20359009710538253,KLD-PP:NN,0.7023962915114514,0.29521609730068643
933,Co-Training<br>Data,-0.5,regret,0.1857197854046367,0.17563356620386186,KLD-PP:NN,0.3613533516084986,0.010086219200774849
